program_id,program_name,university,stream,min_cgpa,stpm_min_subjects,stpm_min_grade,stpm_req_pa,stpm_req_math_t,stpm_req_math_m,stpm_req_physics,stpm_req_chemistry,stpm_req_biology,stpm_req_economics,stpm_req_accounting,stpm_req_business,stpm_subject_group,spm_credit_bm,spm_pass_sejarah,spm_credit_bi,spm_pass_bi,spm_credit_math,spm_pass_math,spm_credit_addmath,spm_credit_science,spm_subject_group,min_muet_band,req_interview,no_colorblind,req_medical_fitness,req_malaysian,req_bumiputera,syarat_am_standard,source_cgpa,source_muet,source_stpm_subjects,source_spm_subjects,source_interview,parse_confidence,notes
UP6345001,BACELOR PENTADBIRAN PERNIAGAAN DENGAN KEPUJIAN,Universiti Putra Malaysia,both,2.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""C+"", ""subjects"": [""MATH_T"", ""ECONOMICS"", ""GEOGRAPHY"", ""ACCOUNTING"", ""BUSINESS"", ""PHYSICS"", ""PA""]}",1,1,1,0,1,0,1,0,"{""min_count"": 1, ""min_grade"": ""C+"", ""subjects"": [""MATH"", ""ECONOMICS_SPM"", ""GEOGRAPHY_SPM"", ""ACCOUNTING_SPM"", ""COMMERCE"", ""BI""]}",2.0,0,0,0,1,0,1,am,khas,khas,khas,,1.0,
UP6344001,BACELOR PERAKAUNAN (KEPUJIAN),Universiti Putra Malaysia,both,2.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""C+"", ""subjects"": [""MATH_T"", ""ECONOMICS"", ""ACCOUNTING"", ""GEOGRAPHY"", ""BUSINESS"", ""PHYSICS"", ""PA""]}",1,1,1,0,1,0,1,0,"{""min_count"": 1, ""min_grade"": ""C+"", ""subjects"": [""MATH"", ""ECONOMICS_SPM"", ""ACCOUNTING_SPM"", ""GEOGRAPHY_SPM"", ""COMMERCE"", ""BI""]}",2.0,0,0,0,1,0,1,am,khas,khas,khas,,1.0,
UP6214001,BACELOR REKA BENTUK PERINDUSTRIAN DENGAN KEPUJIAN #,Universiti Putra Malaysia,both,2.0,2,B-,1,0,0,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""B-"", ""subjects"": [""PA""]}",1,1,1,0,0,0,0,0,,3.0,1,0,0,1,0,1,am,khas,khas,khas,khas,1.0,
UP6621003,BACELOR SAINS BIOINDUSTRI DENGAN KEPUJIAN (UNIVERSITI PUTRA MALAYSIA SARAWAK),Universiti Putra Malaysia,both,2.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""C"", ""subjects"": [""PHYSICS"", ""CHEMISTRY"", ""BIOLOGY"", ""GEOGRAPHY"", ""MATH_T"", ""HISTORY"", ""ACCOUNTING"", ""ECONOMICS"", ""BUSINESS"", ""PA""]}",1,1,1,0,1,0,1,0,"{""min_count"": 2, ""min_grade"": ""C"", ""subjects"": [""PHYSICS_SPM"", ""CHEMISTRY_SPM"", ""BI"", ""GEOGRAPHY_SPM"", ""MATH"", ""SEJARAH"", ""ACCOUNTING_SPM"", ""SCIENCE"", ""ECONOMICS_SPM"", ""COMMERCE""]}",2.0,0,0,0,1,0,1,am,khas,khas,khas,,1.0,
UP6312001,BACELOR SAINS PEMBANGUNAN MANUSIA DENGAN KEPUJIAN,Universiti Putra Malaysia,both,2.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""C"", ""subjects"": [""BIOLOGY"", ""CHEMISTRY"", ""PHYSICS"", ""MATH_T"", ""ECONOMICS"", ""ACCOUNTING"", ""GEOGRAPHY"", ""HISTORY"", ""BUSINESS"", ""USULUDDIN"", ""SYARIAH"", ""PA""]}",1,1,1,0,1,0,1,0,"{""min_count"": 2, ""min_grade"": ""C"", ""subjects"": [""BI"", ""CHEMISTRY_SPM"", ""PHYSICS_SPM"", ""MATH"", ""ECONOMICS_SPM"", ""ACCOUNTING_SPM"", ""GEOGRAPHY_SPM"", ""SEJARAH"", ""COMMERCE"", ""SCIENCE""]}",2.0,0,0,0,1,0,1,am,khas,khas,khas,,1.0,
UP6345004,"BACELOR SAINS PEMBANGUNAN MANUSIA DENGAN PENGURUSAN (KEPUJIAN) (KAMPUS SERDANG, SELANGOR)",Universiti Putra Malaysia,both,2.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""C"", ""subjects"": [""BIOLOGY"", ""CHEMISTRY"", ""PHYSICS"", ""MATH_T"", ""ECONOMICS"", ""ACCOUNTING"", ""GEOGRAPHY"", ""HISTORY"", ""BUSINESS"", ""USULUDDIN"", ""SYARIAH"", ""PA""]}",1,1,1,0,1,0,1,0,"{""min_count"": 2, ""min_grade"": ""C"", ""subjects"": [""BI"", ""CHEMISTRY_SPM"", ""PHYSICS_SPM"", ""MATH"", ""ECONOMICS_SPM"", ""ACCOUNTING_SPM"", ""GEOGRAPHY_SPM"", ""SEJARAH"", ""COMMERCE"", ""SCIENCE""]}",2.0,0,0,0,1,0,1,am,khas,khas,khas,,1.0,
UP6345006,BACELOR SAINS PEMBANGUNAN MANUSIA DENGAN PENGURUSAN (KEPUJIAN) (UNIVERSITI PUTRA MALAYSIA SARAWAK),Universiti Putra Malaysia,both,2.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""C"", ""subjects"": [""BIOLOGY"", ""CHEMISTRY"", ""PHYSICS"", ""MATH_T"", ""ECONOMICS"", ""ACCOUNTING"", ""GEOGRAPHY"", ""HISTORY"", ""BUSINESS"", ""USULUDDIN"", ""SYARIAH"", ""PA""]}",1,1,1,0,1,0,1,0,"{""min_count"": 2, ""min_grade"": ""C"", ""subjects"": [""BI"", ""CHEMISTRY_SPM"", ""PHYSICS_SPM"", ""MATH"", ""ECONOMICS_SPM"", ""ACCOUNTING_SPM"", ""GEOGRAPHY_SPM"", ""SEJARAH"", ""COMMERCE"", ""SCIENCE""]}",2.0,0,0,0,1,0,1,am,khas,khas,khas,,1.0,
UP6345005,BACELOR SAINS PEMBANGUNAN MANUSIA DENGAN TEKNOLOGI MAKLUMAT (KEPUJIAN),Universiti Putra Malaysia,both,2.0,2,C,1,1,0,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""C"", ""subjects"": [""MATH_T"", ""BIOLOGY"", ""CHEMISTRY"", ""PHYSICS"", ""ECONOMICS"", ""ACCOUNTING"", ""GEOGRAPHY"", ""HISTORY"", ""BUSINESS"", ""USULUDDIN"", ""SYARIAH"", ""PA""]}",1,1,1,0,1,0,1,1,"{""min_count"": 1, ""min_grade"": ""C"", ""subjects"": [""MATH"", ""BI"", ""CHEMISTRY_SPM"", ""PHYSICS_SPM"", ""ECONOMICS_SPM"", ""ACCOUNTING_SPM"", ""GEOGRAPHY_SPM"", ""SEJARAH"", ""COMMERCE"", ""SCIENCE""]}",2.0,0,0,0,1,0,1,am,khas,khas,khas,,1.0,
UP6345002,BACELOR SAINS PEMBANGUNAN SUMBER MANUSIA DENGAN KEPUJIAN,Universiti Putra Malaysia,both,2.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""C"", ""subjects"": [""PA"", ""PHYSICS"", ""CHEMISTRY"", ""BIOLOGY"", ""ECONOMICS"", ""ACCOUNTING""]}",1,1,1,0,1,0,1,1,"{""min_count"": 2, ""min_grade"": ""C"", ""subjects"": [""SCIENCE"", ""PHYSICS_SPM"", ""CHEMISTRY_SPM"", ""BI"", ""ECONOMICS_SPM"", ""ACCOUNTING_SPM""]}",2.0,0,0,0,1,0,1,am,khas,khas,khas,,1.0,
UP6621005,BACELOR SAINS PERNIAGAANTANI DENGAN KEPUJIAN,Universiti Putra Malaysia,both,2.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""C"", ""subjects"": [""BIOLOGY"", ""CHEMISTRY"", ""PHYSICS"", ""MATH_T"", ""ECONOMICS"", ""ACCOUNTING"", ""BUSINESS"", ""BM_STPM"", ""PA""]}",1,1,1,0,1,0,1,0,"{""min_count"": 2, ""min_grade"": ""C"", ""subjects"": [""BI"", ""CHEMISTRY_SPM"", ""PHYSICS_SPM"", ""MATH"", ""ECONOMICS_SPM"", ""ACCOUNTING_SPM"", ""COMMERCE"", ""BM""]}",2.0,0,0,0,1,0,1,am,khas,khas,khas,,1.0,
UP6581002,BACELOR SAINS SENI BINA DENGAN KEPUJIAN #,Universiti Putra Malaysia,both,2.0,2,B-,1,0,0,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""B-"", ""subjects"": [""PA""]}",1,1,1,0,0,0,0,0,,2.0,1,0,0,1,0,1,am,khas,khas,khas,khas,1.0,
UP6812001,BACELOR SAINS TAMAN DAN REKREASI DENGAN KEPUJIAN,Universiti Putra Malaysia,both,2.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""C"", ""subjects"": [""BIOLOGY"", ""CHEMISTRY"", ""PHYSICS"", ""MATH_T"", ""ECONOMICS"", ""ACCOUNTING"", ""GEOGRAPHY"", ""HISTORY"", ""BUSINESS"", ""PA""]}",1,1,1,0,1,0,1,0,"{""min_count"": 1, ""min_grade"": ""C"", ""subjects"": [""BI"", ""CHEMISTRY_SPM"", ""PHYSICS_SPM"", ""MATH"", ""ECONOMICS_SPM"", ""ACCOUNTING_SPM"", ""GEOGRAPHY_SPM"", ""SEJARAH"", ""COMMERCE"", ""SCIENCE""]}",2.0,0,0,0,1,0,1,am,khas,khas,khas,,1.0,
UP6224003,BACELOR SASTERA BAHASA ARAB DENGAN KEPUJIAN,Universiti Putra Malaysia,both,2.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""C"", ""subjects"": [""ARABIC"", ""PA""]}",1,1,1,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""C"", ""subjects"": [""BI""]}",2.0,0,0,0,1,0,1,am,khas,khas,khas,,1.0,
UP6224001,BACELOR SASTERA BAHASA DAN LINGUISTIK INGGERIS DENGAN KEPUJIAN,Universiti Putra Malaysia,arts,2.0,2,C,1,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,,4.0,0,0,0,1,0,1,am,khas,am,khas,,1.0,
UP6222001,BACELOR SASTERA BAHASA DAN LINGUISTIK MELAYU DENGAN KEPUJIAN,Universiti Putra Malaysia,arts,2.0,2,C,1,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,,2.0,0,0,0,1,0,1,am,khas,am,khas,,1.0,
UP6224004,BACELOR SASTERA KESUSASTERAAN INGGERIS DENGAN KEPUJIAN,Universiti Putra Malaysia,arts,2.0,2,C,1,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,,4.0,0,0,0,1,0,1,am,khas,am,khas,,1.0,
UP6223001,BACELOR SASTERA KESUSASTERAAN MELAYU DENGAN KEPUJIAN,Universiti Putra Malaysia,arts,2.0,2,C,1,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,,2.0,0,0,0,1,0,1,am,khas,am,khas,,1.0,
UP6224002,BACELOR SASTERA PENGAJIAN BAHASA CINA DENGAN KEPUJIAN #,Universiti Putra Malaysia,arts,2.0,2,C,1,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,,3.0,1,0,0,1,0,1,am,khas,am,khas,khas,1.0,
UP6224006,BACELOR SASTERA PENGAJIAN BAHASA JERMAN DENGAN KEPUJIAN,Universiti Putra Malaysia,arts,2.0,2,C,1,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,,3.0,0,0,0,1,0,1,am,khas,am,khas,,1.0,
UP6224005,BACELOR SASTERA PENGAJIAN BAHASA PERANCIS DENGAN KEPUJIAN,Universiti Putra Malaysia,arts,2.0,2,C,1,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,,3.0,0,0,0,1,0,1,am,khas,am,khas,,1.0,
UP6581001,BACELOR SENI BINA LANDSKAP DENGAN KEPUJIAN #,Universiti Putra Malaysia,both,2.0,2,B-,1,0,0,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""B-"", ""subjects"": [""PA""]}",1,1,1,0,0,0,0,0,,2.0,1,0,0,1,0,1,am,khas,khas,khas,khas,1.0,
UA6145026,IJAZAH SARJANA MUDA BAHASA ARAB DENGAN PENDIDIKAN #,Universiti Pendidikan Sultan Idris,science,2.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""B"", ""subjects"": [""ARABIC"", ""MATH_T"", ""PA""]}",1,1,1,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""B"", ""subjects"": [""BI"", ""MATH""]}",2.0,1,0,0,1,0,1,am,khas,khas,khas,khas,1.0,
UA6145027,IJAZAH SARJANA MUDA BAHASA CINA DENGAN PENDIDIKAN #,Universiti Pendidikan Sultan Idris,both,2.5,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""C"", ""subjects"": [""CHINESE"", ""LITERATURE_MY"", ""MATH_T"", ""PA""]}",1,1,1,0,1,0,1,0,"{""min_count"": 1, ""min_grade"": ""C"", ""subjects"": [""MATH""]}",2.0,1,0,0,1,0,1,khas,khas,khas,khas,khas,1.0,
UA6314002,IJAZAH SARJANA MUDA EKONOMI (KEWANGAN ISLAM) DENGAN KEPUJIAN,Universiti Pendidikan Sultan Idris,both,3.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""B"", ""subjects"": [""ECONOMICS"", ""SYARIAH"", ""MATH_T"", ""PA""]}",1,1,1,0,1,0,1,0,"{""min_count"": 1, ""min_grade"": ""B"", ""subjects"": [""ACCOUNTING_SPM"", ""MATH""]}",2.0,0,0,0,1,0,1,khas,khas,khas,khas,,1.0,
UA6314001,IJAZAH SARJANA MUDA EKONOMI (KEWANGAN) DENGAN KEPUJIAN,Universiti Pendidikan Sultan Idris,both,3.0,2,B,1,0,0,0,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""B"", ""subjects"": [""ACCOUNTING"", ""ECONOMICS"", ""BUSINESS"", ""MATH_T"", ""PA""]}",1,1,1,0,1,0,1,0,"{""min_count"": 2, ""min_grade"": ""B"", ""subjects"": [""ACCOUNTING_SPM"", ""ECONOMICS_SPM"", ""COMMERCE"", ""MATH"", ""BI""]}",2.0,0,0,0,1,0,1,khas,khas,khas,khas,,1.0,
UU6345001,"IJAZAH SARJANA MUDA FALSAFAH, UNDANG-UNDANG DAN PERNIAGAAN DENGAN KEPUJIAN #",Universiti Utara Malaysia,arts,3.5,2,C,1,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,,3.5,1,0,0,1,0,1,khas,khas,am,khas,khas,1.0,
UH6443001,IJAZAH SARJANA MUDA GEOGRAFI DENGAN KEPUJIAN,Universiti Malaysia Sabah,arts,2.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""B"", ""subjects"": [""GEOGRAPHY"", ""PA""]}",1,1,1,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""B"", ""subjects"": [""GEOGRAPHY_SPM""]}",2.0,0,0,0,1,0,1,am,khas,khas,khas,,1.0,
UH6313001,IJAZAH SARJANA MUDA HUBUNGAN ANTARABANGSA DENGAN KEPUJIAN,Universiti Malaysia Sabah,arts,2.5,2,C,1,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,,2.0,0,0,0,1,0,1,khas,khas,am,khas,,1.0,
UH6347001,IJAZAH SARJANA MUDA HUBUNGAN INDUSTRI DENGAN KEPUJIAN,Universiti Malaysia Sabah,arts,2.5,2,C,1,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,,2.0,0,0,0,1,0,1,khas,khas,am,khas,,1.0,
UA6481001,IJAZAH SARJANA MUDA KEJURUTERAAN PERISIAN (PERISIAN PENDIDIKAN) DENGAN KEPUJIAN #,Universiti Pendidikan Sultan Idris,science,3.0,2,C,1,1,0,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""B"", ""subjects"": [""MATH_T"", ""PHYSICS"", ""PA""]}",1,1,1,0,1,0,1,1,"{""min_count"": 1, ""min_grade"": ""B"", ""subjects"": [""MATH"", ""BI""]}",2.5,1,0,0,1,0,1,khas,khas,khas,khas,khas,1.0,
UJ6345003,IJAZAH SARJANA MUDA KEJURUTERAAN PERNIAGAAN DENGAN KEPUJIAN,Universiti Malaysia Pahang Al-Sultan Abdullah,science,3.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""C"", ""subjects"": [""MATH_T"", ""PA""]}",1,1,1,0,1,0,1,0,"{""min_count"": 1, ""min_grade"": ""C"", ""subjects"": [""MATH""]}",2.0,0,0,0,1,0,1,khas,khas,khas,khas,,1.0,
UD6762001,IJAZAH SARJANA MUDA KERJA SOSIAL DENGAN KEPUJIAN,Universiti Sultan Zainal Abidin,both,2.5,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""C"", ""subjects"": [""BM_STPM"", ""PA""]}",1,1,1,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""C"", ""subjects"": [""BM""]}",2.0,0,0,0,1,0,1,khas,khas,khas,khas,,1.0,
UL6345002,IJAZAH SARJANA MUDA KEUSAHAWANAN (HOSPITALITI) DENGAN KEPUJIAN,Universiti Malaysia Kelantan,science,2.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""D"", ""subjects"": [""MATH_T"", ""PA""]}",1,1,1,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""D"", ""subjects"": [""BI"", ""MATH""]}",2.0,0,0,0,1,0,1,khas,khas,khas,khas,,1.0,
UL6345004,IJAZAH SARJANA MUDA KEUSAHAWANAN (PELANCONGAN) DENGAN KEPUJIAN,Universiti Malaysia Kelantan,science,2.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""D"", ""subjects"": [""MATH_T"", ""PA""]}",1,1,1,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""D"", ""subjects"": [""BI"", ""MATH""]}",2.0,0,0,0,1,0,1,khas,khas,khas,khas,,1.0,
UL6345001,IJAZAH SARJANA MUDA KEUSAHAWANAN (PERDAGANGAN) DENGAN KEPUJIAN,Universiti Malaysia Kelantan,science,2.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""E"", ""subjects"": [""MATH_T"", ""PA""]}",1,1,1,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""E"", ""subjects"": [""MATH"", ""BI""]}",2.0,0,0,0,1,0,1,khas,khas,khas,khas,,1.0,
UL6340002,IJAZAH SARJANA MUDA KEUSAHAWANAN (PERUNCITAN) DENGAN KEPUJIAN,Universiti Malaysia Kelantan,science,2.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""E"", ""subjects"": [""MATH_T"", ""PA""]}",1,1,1,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""E"", ""subjects"": [""MATH"", ""BI""]}",2.0,0,0,0,1,0,1,khas,khas,khas,khas,,1.0,
