institution_id,institution_name,acronym,type,category,subcategory,State,address,phone,url,latitude,longitude,DUN,Parliament,Indians,Indians %,Ave. Income
KKOM-025,Kolej Komuniti Kuantan,KKKU,IPTA,Kolej Komuniti,Kolej Komuniti,Pahang,"B24, Jalan IM 3/13, Bandar Indera Mahkota, 25200 Kuantan, Pahang",09-5721310 / 09-5721326,https://kkkuantan.mypolycc.edu.my/,3.8233676,103.2799646,N13 Semambu,P082 Indera Mahkota,7777.0,6.1,8573
KKOM-026,Kolej Komuniti Bentong,KKBE,IPTA,Kolej Komuniti,Kolej Komuniti,Pahang,"Km 6, Karak Setia, 28600 Karak, Pahang",09-2319460 / 2319463 / 2319464 / 019-9790428,https://kkbentong.mypolycc.edu.my/,3.432379,102.0535323,N35 Sabai,P089 Bentong,3625.0,18.5,4947
KKOM-027,Kolej Komuniti Temerloh,KKTE,IPTA,Kolej Komuniti,Kolej Komuniti,Pahang,"By Pass Batu 2, Jalan Temerloh, Kg. Chatin Ulu, 28400 Mentakab, Pahang",016-2012114 / 09-2701550 / 1557,https://kktemerloh.mypolycc.edu.my/,3.464208,102.3470965,N30 Mentakab,P088 Temerloh,4718.0,9.4,5283
KKOM-028,Kolej Komuniti Paya Besar,KKPB,IPTA,Kolej Komuniti,Kolej Komuniti,Pahang,"Batu 19, Jalan Maran, 26300 Gambang, Pahang",09-5498811 / 010-3340630,https://kkpayabesar.mypolycc.edu.my,3.72482761,103.0724648,N18 Lepar,P084 Paya Besar,1025.0,2.2,6184
KKOM-029,Kolej Komuniti Rompin,KKRO,IPTA,Kolej Komuniti,Kolej Komuniti,Pahang,"Km 5, Jalan Pekan Rompin, 26800 Kuala Rompin, Pahang",011-30227583,https://kkrompin.mypolycc.edu.my/,2.8178467,103.4428925,N42 Tioman,P091 Rompin,99.0,0.3,4947
KKOM-030,Kolej Komuniti Pekan,KKPE,IPTA,Kolej Komuniti,Kolej Komuniti,Pahang,"Jalan Pekan-Kuantan, Peramu Jaya, 26600 Pekan, Pahang",09-4264000,https://kkpekan.mypolycc.edu.my/,3.553699,103.3803049,N21 Peramu Jaya,P085 Pekan,688.0,1.2,5560
KKOM-031,Kolej Komuniti Jerantut,KKJE,IPTA,Kolej Komuniti,Kolej Komuniti,Pahang,"Taman Wawasan, Jalan Jerantut-Temerloh, 27000 Jerantut, Pahang",09-2662945 / 013-3222914,https://kkjerantut.mypolycc.edu.my,3.93111505,102.3817475,N10 Damak,P081 Jerantut,2083.0,4.6,4710
KKOM-032,Kolej Komuniti Raub,KKRA,IPTA,Kolej Komuniti,Kolej Komuniti,Pahang,"No. 11-19, Taman Amalina Lestari, Simpang Kallang, 27600 Raub, Pahang",019-9141646,,3.81093029,101.8681932,N07 Tras,P080 Raub,3727.0,7.6,5322
KKOM-033,Kolej Komuniti Bera,KKBER,IPTA,Kolej Komuniti,Kolej Komuniti,Pahang,"No. 1, Jalan Bera Jaya 2, Taman Bera Jaya, 28300 Triang, Pahang",017-9143064,https://kolejkomunitibera.weeblysite.com/,3.257478027,102.4306865,N38 Triang,P090 Bera,2112.0,5.2,4379
KKOM-034,Kolej Komuniti Kok Lanas,KKKL,IPTA,Kolej Komuniti,Kolej Komuniti,Kelantan,"Kok Lanas, 16450 Ketereh, Kelantan",013-9314175,https://kkkoklanas.mypolycc.edu.my/,5.9238769,102.2487102,N25 Kok Lanas,P026 Ketereh,49.0,0.1,5621
KKOM-035,Kolej Komuniti Jeli,KKJEL,IPTA,Kolej Komuniti,Kolej Komuniti,Kelantan,"Lot 2396, Kg. Chedok, Bukit Bunga, 17500 Tanah Merah, Kelantan",012-6874184,https://kkjeli.mypolycc.edu.my/,5.825961119,101.8963738,N36 Bukit Bunga,P030 Jeli,0.0,0.0,3469
KKOM-036,Kolej Komuniti Pasir Mas,KKPM,IPTA,Kolej Komuniti,Kolej Komuniti,Kelantan,"Pt 3302-3307, Taman Seri Kota, Pasir Pekan Wakaf Bharu, 16250 Tumpat, Kelantan",09-7185911 / 011-65232600 / 019-9539195,https://kkpasirmas.mypolycc.edu.my,6.1202502,102.2166102,N03 Pasir Pekan,P019 Tumpat,49.0,0.1,5506
KKOM-037,Kolej Komuniti Pasir Mas Cawangan Rantau Panjang,KKPMCRP,IPTA,Kolej Komuniti,Kolej Komuniti,Kelantan,"Lot 4471 & 4472 (Pt 3113 & 3114), Lebuhraya Rantau Panjang, 17200 Rantau Panjang, Kelantan",09-7185911 / 011-65232600 / 019-9539195,https://kkpasirmas.mypolycc.edu.my,6.000014929,102.0225129,N15 Gual Periok,P023 Rantau Panjang,0.0,0.0,3527
KKOM-038,Kolej Komuniti Segamat,KKSEG,IPTA,Kolej Komuniti,Kolej Komuniti,Johor,"No. 24-34, Jalan Putra 1/1, Bandar Putra, 85000 Segamat, Johor",07-9431633 / 018-7602024,https://kksegamat.mypolycc.edu.my/,2.4939265,102.8648656,N04 Kemelah,P141 Sekijang,2694.0,6.0,5984
KKOM-039,Kolej Komuniti Ledang,KKLE,IPTA,Kolej Komuniti,Kolej Komuniti,Johor,"Km 5, Jalan Payamas, 84900 Tangkak, Johor",06-9789295 / 016-9163286,https://kkledang.mypolycc.edu.my/,2.2668507,102.5390925,N10 Tangkak,P144 Ledang,5409.0,10.0,7036
KKOM-040,Kolej Komuniti Bandar Penawar,KKBPE,IPTA,Kolej Komuniti,Kolej Komuniti,Johor,"Jalan Ungku Abdul Aziz, Bandar Penawar, 81930 Kota Tinggi, Johor",07-8225800 samb. 222 / 010-8225875 / 013-7000026,http://kkbandarpenawar.mypolycc.edu.my/,1.5637639,104.2200504,N38 Penawar,P157 Pengerang,193.0,0.5,7520
KKOM-041,Kolej Komuniti Segamat 2,KKS2,IPTA,Kolej Komuniti,Kolej Komuniti,Johor,"Km 4, Jalan Jementah, Batu Anam, 85100 Segamat, Johor",07-9498227 / 017-2104988,https://kksegamat2.mypolycc.edu.my/,2.562397,102.7141005,N02 Jementah,P140 Segamat,3527.0,8.3,6726
KKOM-042,Kolej Komuniti Pasir Gudang,KKPG,IPTA,Kolej Komuniti,Kolej Komuniti,Johor,"No. 61, Jalan Kijang, Taman Scientex, 81700 Pasir Gudang, Johor",07-2525316 / 07-2525626 / 012-7315489,https://kkpasirgudang.mypolycc.edu.my/,1.4957498,103.9130993,N43 Permas,P159 Pasir Gudang,14331.0,7.6,7893
KKOM-043,Kolej Komuniti Kluang,KKKLU,IPTA,Kolej Komuniti,Kolej Komuniti,Johor,"Jalan 7, Taman Delima, 86000 Kluang, Johor",07-7733505 / 013-7699023,https://kkkluang.mypolycc.edu.my/,2.009463365,103.3101758,N28 Mengkibol,P152 Kluang,9783.0,10.2,6390
KKOM-044,Kolej Komuniti Batu Pahat,KKBP,IPTA,Kolej Komuniti,Kolej Komuniti,Johor,"Jalan EH 1, Evergreen Height, 83000 Batu Pahat, Johor",07-4284410 / 013-7598690,https://kkbatupahat.mypolycc.edu.my/,1.804306,102.9641513,N24 Senggarang,P150 Batu Pahat,265.0,0.6,6952
KKOM-045,Kolej Komuniti Muar,KKMU,IPTA,Kolej Komuniti,Kolej Komuniti,Johor,"No. 27-37 Pusat Perniagaan Sulaiman, Jalan Sulaiman, 84000 Muar, Johor",06-9533966,https://kkmuar.mypolycc.edu.my/,2.038955193,102.5731385,N12 Bentayan,P145 Bakri,920.0,2.7,8427
KKOM-046,Kolej Komuniti Bandar Tenggara,KKBT,IPTA,Kolej Komuniti,Kolej Komuniti,Johor,"No. 65-67, Jalan Anggerik 3/1, Taman Anggerik Tenggara, 81440 Bandar Tenggara, Johor",07-8961361 / 013-7710831,https://kkbandartenggara.mypolycc.edu.my/,1.843949729,103.6213491,N34 Panti,P155 Tenggara,1990.0,3.9,7107
KKOM-047,Kolej Komuniti Tanjung Piai,KKTP,IPTA,Kolej Komuniti,Kolej Komuniti,Johor,"No. 45-47, Jalan Delima, Pusat Perdagangan Pontian, 82000 Pontian, Johor",07-6869600 / 010-2227220,https://kktanjungpiai.mypolycc.edu.my/,1.478429799,103.3879235,N54 Pulai Sebatang,P164 Pontian,449.0,0.9,7080
